name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
Kepler-254 c,4718,3.2 Earths,15.838,2014
Kepler-254 d,4718,6.8 Earths,15.838,2014
Kepler-255 b,3538,3.02 Earths,15.528,2014
Kepler-255 c,3538,9.22 Earths,15.528,2014
Kepler-255 d,3538,2.3 Earths,15.528,2016
Kepler-256 b,3449,3.15 Earths,15.015,2014
Kepler-256 c,3449,5.27 Earths,15.015,2014
Kepler-256 d,3449,6.71 Earths,15.015,2014
Kepler-256 e,3449,6.12 Earths,15.015,2014
Kepler-257 b,2602,7.32 Earths,15.422,2014
Kepler-257 c,2602,25.2 Earths,15.422,2014
Kepler-257 d,2602,21.7 Earths,15.422,2014
Kepler-258 b,1910,15.5 Earths,15.201,2014
Kepler-258 c,1910,12.7 Earths,15.201,2014
Kepler-259 b,3365,8.25 Earths,15.169,2014
Kepler-259 c,3365,7.75 Earths,15.169,2014
Kepler-25 b,799,8.7 Earths,10.632,2011
Kepler-25 c,799,15.2 Earths,10.632,2011
Kepler-25 d,799,0.226 Jupiters,10.632,2014
Kepler-260 b,2084,4.7 Earths,14.118,2014
Kepler-260 c,2084,3.68 Earths,14.118,2014
Kepler-261 b,1045,5.39 Earths,13.529,2014
Kepler-261 c,1045,4.66 Earths,13.529,2014
Kepler-262 b,2036,2.42 Earths,14.224,2014
Kepler-262 c,2036,3.33 Earths,14.224,2014
Kepler-263 b,2515,7.61 Earths,15.417,2014
Kepler-263 c,2515,6.66 Earths,15.417,2014
Kepler-264 b,3158,11.1 Earths,13.013,2014
Kepler-264 c,3158,8.4 Earths,13.013,2014
Kepler-265 b,4333,4.12 Earths,15.352,2014
Kepler-265 c,4333,7.41 Earths,15.352,2014
Kepler-265 d,4333,6.76 Earths,15.352,2014
Kepler-265 e,4333,7.22 Earths,15.352,2014
Kepler-266 b,4649,6.71 Earths,15.577,2014
Kepler-266 c,4649,14.4 Earths,15.577,2014
Kepler-267 b,871,37.9 Earths,15.469,2014
Kepler-267 c,871,5.18 Earths,15.469,2014
Kepler-267 d,871,5.77 Earths,15.469,2014
Kepler-268 b,2848,7.04 Earths,13.668,2014
Kepler-268 c,2848,11.4 Earths,13.668,2014
Kepler-269 b,7890,6.66 Earths,15.735,2014
Kepler-269 c,7890,3.5 Earths,15.735,2014
Kepler-26 b,1104,5.12 Earths,15.409,2011
Kepler-26 c,1104,6.2 Earths,15.409,2011
Kepler-26 d,1104,1.24 Earths,15.409,2014
Kepler-26 e,1104,6.39 Earths,15.409,2014
Kepler-270 b,3182,4.7 Earths,13.859,2014
Kepler-270 c,3182,3.78 Earths,13.859,2014
Kepler-271 b,1364,2.04 Earths,13.428,2014
Kepler-271 c,1364,0.809 Earths,13.428,2014
Kepler-271 d,1364,0.219 Earths,13.428,2016
Kepler-272 b,2978,0.245 Jupiters,14.659,2014
Kepler-272 c,2978,0.308 Jupiters,14.659,2014
Kepler-272 d,2978,5.69 Earths,14.659,2014
Kepler-273 b,2378,2.86 Earths,14.968,2014
Kepler-273 c,2378,4.58 Earths,14.968,2014
Kepler-274 b,4520,2.99 Earths,15.032,2014
Kepler-274 c,4520,4.04 Earths,15.032,2014
Kepler-275 b,7030,6.08 Earths,15.287,2014
Kepler-275 c,7030,11.4 Earths,15.287,2014
Kepler-275 d,7030,11.1 Earths,15.287,2014
Kepler-276 b,3855,8.6 Earths,15.365,2014
Kepler-276 c,3855,16.6 Earths,15.365,2013
Kepler-276 d,3855,16.3 Earths,15.365,2013
Kepler-277 b,3278,0.275 Jupiters,13.388,2013
Kepler-277 c,3278,0.202 Jupiters,13.388,2013
Kepler-278 b,1463,15.6 Earths,11.53,2014
Kepler-278 c,1463,12.6 Earths,11.53,2014
Kepler-279 b,3488,12.8 Earths,13.585,2014
Kepler-279 c,3488,0.155 Jupiters,13.585,2013
Kepler-279 d,3488,37.5 Earths,13.585,2013
Kepler-27 b,3507,9.11 Jupiters,15.816,2011
Kepler-27 c,3507,13.8 Jupiters,15.816,2011
Kepler-280 b,2604,2.7 Earths,14.457,2014
Kepler-280 c,2604,4.7 Earths,14.457,2014
Kepler-281 b,5986,8.35 Earths,15.754,2014
Kepler-281 c,5986,24.4 Earths,15.754,2014
Kepler-282 b,4537,1.01 Earths,15.178,2014
Kepler-282 c,4537,1.87 Earths,15.178,2014
Kepler-282 d,4537,0.192 Jupiters,15.178,2013
Kepler-282 e,4537,0.177 Jupiters,15.178,2013
Kepler-283 b,1547,5.18 Earths,15.875,2014
Kepler-283 c,1547,3.97 Earths,15.875,2014
Kepler-284 b,3467,5.65 Earths,15.813,2014
Kepler-284 c,3467,7.32 Earths,15.813,2014
Kepler-285 b,2754,2.36 Earths,15.152,2014
Kepler-285 c,2754,1.46 Earths,15.152,2014
Kepler-286 b,4132,2.07 Earths,15.545,2014
Kepler-286 c,4132,2.45 Earths,15.545,2014
Kepler-286 d,4132,2.33 Earths,15.545,2014
Kepler-286 e,4132,3.78 Earths,15.545,2014
Kepler-287 b,2793,6.04 Earths,14.744,2014
Kepler-287 c,2793,10.7 Earths,14.744,2014
Kepler-288 b,4033,3.43 Earths,15.152,2014
Kepler-288 c,4033,8.5 Earths,15.152,2014
Kepler-288 d,4033,7.61 Earths,15.152,2014
Kepler-289 b,2283,7.3 Earths,13.963,2014
Kepler-289 c,2283,0.42 Jupiters,13.963,2014
Kepler-289 d,2283,4 Earths,13.963,2014
Kepler-28 b,1448,1.51 Jupiters,15.026,2011
Kepler-28 c,1448,1.36 Jupiters,15.026,2011
Kepler-290 b,2311,5.69 Earths,15.565,2014
Kepler-290 c,2311,7.75 Earths,15.565,2014
Kepler-291 b,6147,5.31 Earths,15.898,2014
Kepler-291 c,6147,4.19 Earths,15.898,2014
Kepler-292 b,3547,2.3 Earths,15.942,2014
Kepler-292 c,3547,2.76 Earths,15.942,2014
Kepler-292 d,3547,5.6 Earths,15.942,2014
Kepler-292 e,3547,7.61 Earths,15.942,2014
Kepler-292 f,3547,6.12 Earths,15.942,2014
Kepler-293 b,3270,9.64 Earths,15.333,2014
Kepler-293 c,3270,14 Earths,15.333,2014
Kepler-294 b,4605,3.78 Earths,15.819,2014
Kepler-294 c,4605,7.8 Earths,15.819,2014
Kepler-295 b,5830,1.98 Earths,14.433,2014
Kepler-295 c,5830,1.71 Earths,14.433,2014
Kepler-295 d,5830,2.42 Earths,14.433,2014
Kepler-296 b,737,3.22 Earths,15.901,2014
Kepler-296 c,737,4.66 Earths,15.901,2014
Kepler-296 d,737,5.02 Earths,15.901,2014
Kepler-296 e,737,2.96 Earths,15.901,2014
Kepler-296 f,737,3.89 Earths,15.901,2014
Kepler-297 b,2304,0.153 Jupiters,14.192,2014
Kepler-297 c,2304,0.132 Jupiters,14.192,2014
Kepler-298 b,1716,4.5 Earths,15.418,2014
Kepler-298 c,1716,4.38 Earths,15.418,2014
Kepler-298 d,1716,6.8 Earths,15.418,2014
Kepler-299 b,3539,2.3 Earths,15.01,2014
Kepler-299 c,3539,7.51 Earths,15.01,2014
Kepler-299 d,3539,4.12 Earths,15.01,2014
Kepler-299 e,3539,4.16 Earths,15.01,2014
Kepler-29 b,2779,5 Earths,15.282,2011
Kepler-29 c,2779,4.5 Earths,15.282,2011
Kepler-300 b,3700,3.43 Earths,14.18,2014
Kepler-300 c,3700,5.69 Earths,14.18,2014
Kepler-301 b,2395,2.39 Earths,14.274,2014
Kepler-301 c,2395,2.39 Earths,14.274,2014
Kepler-301 d,2395,3.71 Earths,14.274,2014
Kepler-302 b,4761,15.5 Earths,15.491,2014
Kepler-302 c,4761,Unknown,15.491,2014
Kepler-303 b,688,0.64 Earths,14.396,2014
Kepler-303 c,688,1.55 Earths,14.396,2014
Kepler-304 b,1436,8.55 Earths,14.831,2014
Kepler-304 c,1436,5.35 Earths,14.831,2014
Kepler-304 d,1436,8 Earths,14.831,2014
Kepler-304 e,1436,1.87 Earths,14.831,2016
Kepler-305 b,2902,10.5 Earths,15.766,2013
Kepler-305 c,2902,6 Earths,15.766,2013
Kepler-305 d,2902,9.1 Earths,15.766,2014
Kepler-305 e,2902,3.87 Earths,15.766,2020
Kepler-306 b,2587,2.92 Earths,15.552,2014
Kepler-306 c,2587,6.12 Earths,15.552,2014
Kepler-306 d,2587,6.66 Earths,15.552,2014
Kepler-306 e,2587,5.77 Earths,15.552,2014
Kepler-307 b,1909,7.44 Earths,14.056,2013
Kepler-307 c,1909,3.64 Earths,14.056,2013
Kepler-308 b,4516,5.14 Earths,15.851,2014
Kepler-308 c,4516,5.31 Earths,15.851,2014
Kepler-309 b,1805,3.05 Earths,15.126,2014
Kepler-309 c,1805,6.85 Earths,15.126,2014
Kepler-30 b,3061,11.3 Earths,15.376,2012
Kepler-30 c,3061,2.01 Jupiters,15.376,2012
Kepler-30 d,3061,23.1 Earths,15.376,2012
Kepler-310 b,1999,1.81 Earths,14.265,2014
Kepler-310 c,1999,11.4 Earths,14.265,2014
Kepler-310 d,1999,7 Earths,14.265,2014
Kepler-311 b,2598,3.53 Earths,13.754,2014
Kepler-311 c,2598,2.63 Earths,13.754,2014
Kepler-312 b,2663,2.21 Earths,12.921,2014
Kepler-312 c,2663,10.1 Earths,12.921,2014
Kepler-313 b,3521,6.94 Earths,14.111,2014
Kepler-313 c,3521,7.13 Earths,14.111,2014
Kepler-314 b,884,0.498 Earths,12.523,2014
Kepler-314 c,884,8.75 Earths,12.523,2014
Kepler-315 b,3913,13.7 Earths,15.289,2014
Kepler-315 c,3913,16.1 Earths,15.289,2014
Kepler-316 b,1270,1.2 Earths,15.194,2014
Kepler-316 c,1270,1.65 Earths,15.194,2014
Kepler-317 b,3151,0.345 Jupiters,15.457,2014
Kepler-317 c,3151,3.61 Earths,15.457,2014
Kepler-318 b,1618,19.9 Earths,13.281,2014
Kepler-318 c,1618,13.1 Earths,13.281,2014
Kepler-319 b,1666,3.29 Earths,13.791,2014
Kepler-319 c,1666,7.41 Earths,13.791,2014
Kepler-319 d,1666,5.86 Earths,13.791,2014
Kepler-31 b,5701,25.9 Earths,15.224,2011
Kepler-31 c,5701,4.7 Jupiters,15.224,2011
Kepler-31 d,5701,6.8 Jupiters,15.224,2014
Kepler-320 b,2762,1.55 Earths,13.434,2014
Kepler-320 c,2762,2.45 Earths,13.434,2014
Kepler-321 b,1268,3.78 Earths,12.755,2014
Kepler-321 c,1268,5.99 Earths,12.755,2014
Kepler-322 b,1322,1.01 Earths,13.503,2014
Kepler-322 c,1322,3.43 Earths,13.503,2014
Kepler-323 b,1503,2.153 Jupiters,12.658,2014
Kepler-323 c,1503,0.251 Jupiters,12.658,2014
Kepler-324 b,1660,1.55 Earths,14.091,2014
Kepler-324 c,1660,10.1 Earths,14.091,2014
Kepler-325 b,2750,8.8 Earths,15.005,2014
Kepler-325 c,2750,6.99 Earths,15.005,2014
Kepler-325 d,2750,8.2 Earths,15.005,2014
Kepler-326 b,1612,0.14 Jupiters,13.679,2014
Kepler-326 c,1612,17.4 Earths,13.679,2014
Kepler-326 d,1612,6.9 Earths,13.679,2014
Kepler-327 b,795,1.41 Earths,14.98,2014
Kepler-327 c,795,20.3 Earths,14.98,2014
Kepler-327 d,795,3.64 Earths,14.98,2014
Kepler-328 b,7680,28.5 Earths,15.604,2013
Kepler-328 c,7680,39.4 Earths,15.604,2013
Kepler-329 b,1452,2.54 Earths,15.431,2014
Kepler-329 c,1452,4.38 Earths,15.431,2014
Kepler-32 b,1066,4.1 Jupiters,16.452,2011
Kepler-32 c,1066,0.5 Jupiters,16.452,2011
Kepler-32 d,1066,7.75 Earths,16.452,2012
Kepler-32 e,1066,2.86 Earths,16.452,2012
Kepler-32 f,1066,0.477 Earths,16.452,2012
Kepler-330 b,2389,2.39 Earths,15.263,2014
Kepler-330 c,2389,4.46 Earths,15.263,2014
Kepler-331 b,1923,3.97 Earths,15.836,2014
Kepler-331 c,1923,4.04 Earths,15.836,2014
Kepler-331 d,1923,3.33 Earths,15.836,2014
Kepler-332 b,1134,1.71 Earths,14.003,2014
Kepler-332 c,1134,1.32 Earths,14.003,2014
Kepler-332 d,1134,1.76 Earths,14.003,2014
Kepler-333 b,1068,28.2 Earths,14.721,2014
Kepler-333 c,1068,1.41 Earths,14.721,2014
Kepler-334 b,1409,1.46 Earths,12.73,2014
Kepler-334 c,1409,2.63 Earths,12.73,2014
Kepler-334 d,1409,2.57 Earths,12.73,2014
Kepler-335 b,4330,11.4 Earths,13.96,2014
Kepler-335 c,4330,9.64 Earths,13.96,2014
Kepler-336 b,7605,1.04 Earths,13.584,2014
Kepler-336 c,7605,5.06 Earths,13.584,2014
Kepler-336 d,7605,6.21 Earths,13.584,2014
Kepler-337 b,2255,2.99 Earths,12.708,2014
Kepler-337 c,2255,4.86 Earths,12.708,2014
Kepler-338 b,1832,30.6 Earths,12.083,2014
Kepler-338 c,1832,6.08 Earths,12.083,2014
Kepler-338 d,1832,9.27 Earths,12.083,2014
Kepler-338 e,1832,8.5 Earths,12.083,2014
Kepler-339 b,2047,2.6 Earths,14.513,2014
Kepler-339 c,2047,7.3 Earths,14.513,2014
Kepler-339 d,2047,14.7 Earths,14.513,2014
Kepler-33 b,4087,3.68 Earths,13.951,2011
Kepler-33 c,4087,0.39 Earths,13.951,2011
Kepler-33 d,4087,3.91 Earths,13.951,2011
Kepler-33 e,4087,5.57 Earths,13.951,2011
Kepler-33 f,4087,9.6 Earths,13.951,2011
Kepler-340 b,2699,6.94 Earths,12.303,2014
Kepler-340 c,2699,11.3 Earths,12.303,2014
Kepler-341 b,3521,1.76 Earths,14.567,2014
Kepler-341 c,3521,3.53 Earths,14.567,2014
Kepler-341 d,3521,4.08 Earths,14.567,2014
Kepler-341 e,3521,4.62 Earths,14.567,2014
Kepler-342 b,2608,5.69 Earths,13.099,2014
Kepler-342 c,2608,4.5 Earths,13.099,2014
Kepler-342 d,2608,6.76 Earths,13.099,2014
Kepler-342 e,2608,0.615 Earths,13.099,2016
Kepler-343 b,3107,6.39 Earths,14.11,2014
Kepler-343 c,3107,4.74 Earths,14.11,2014
Kepler-344 b,3367,7.32 Earths,15.303,2014
Kepler-344 c,3367,9.01 Earths,15.303,2014
Kepler-345 b,1182,0.5 Earths,14.034,2014
Kepler-345 c,1182,2.2 Earths,14.034,2014
Kepler-346 b,3303,7.56 Earths,15.155,2014
Kepler-346 c,3303,9.64 Earths,15.155,2014
Kepler-347 b,4402,4.54 Earths,14.489,2014
Kepler-347 c,4402,3.71 Earths,14.489,2014
Kepler-348 b,1893,2.92 Earths,12.588,2014
Kepler-348 c,1893,2.33 Earths,12.588,2014
Kepler-349 b,3153,0.297 Jupiters,14.721,2014
Kepler-349 c,3153,4.5 Earths,14.721,2014
Kepler-34 b,4890,0.22 Jupiters,14.83,2011
Kepler-350 b,3209,4.08 Earths,13.761,2014
Kepler-350 c,3209,6.1 Earths,13.761,2013
Kepler-350 d,3209,14.9 Earths,13.761,2013
Kepler-351 b,3646,4.8 Earths,15.966,2014
Kepler-351 c,3646,11.1 Earths,15.966,2014
Kepler-351 d,3646,7.85 Earths,15.966,2016
Kepler-352 b,830,0.566 Earths,12.956,2014
Kepler-352 c,830,2.07 Earths,12.956,2014
Kepler-353 b,1269,0.64 Earths,15.725,2014
Kepler-353 c,1269,2.48 Earths,15.725,2014
Kepler-354 b,1836,4.04 Earths,15.556,2014
Kepler-354 c,1836,2.27 Earths,15.556,2014
Kepler-354 d,1836,2.07 Earths,15.556,2014
Kepler-355 b,4872,2.73 Earths,15.066,2014
Kepler-355 c,4872,7.8 Earths,15.066,2014
Kepler-356 b,2356,3.09 Earths,12.965,2014
Kepler-356 c,2356,3.93 Earths,12.965,2014
Kepler-357 b,2291,4.04 Earths,15.522,2014
Kepler-357 c,2291,7.61 Earths,15.522,2014
Kepler-357 d,2291,11.6 Earths,15.522,2014
Kepler-358 b,3706,7.85 Earths,15.356,2014
Kepler-358 c,3706,8.5 Earths,15.356,2014
Kepler-359 b,4900,12.2 Earths,15.881,2014
Kepler-359 c,4900,2.9 Earths,15.881,2014
Kepler-359 d,4900,2.7 Earths,15.881,2014
Kepler-35 b,5366,0.127 Jupiters,15.735,2011
Kepler-360 b,2931,3.36 Earths,14.813,2014
Kepler-360 c,2931,5.06 Earths,14.813,2014
Kepler-361 b,3118,2.7 Earths,13.545,2014
Kepler-361 c,3118,6.9 Earths,13.545,2014
Kepler-362 b,3666,0.615 Earths,14.486,2014
Kepler-362 c,3666,2.7 Earths,14.486,2014
Kepler-363 b,2544,1.65 Earths,13.316,2014
Kepler-363 c,2544,0.209 Jupiters,13.316,2014
Kepler-363 d,2544,4.86 Earths,13.316,2014
Kepler-364 b,2985,3.02 Earths,13.613,2014
Kepler-364 c,2985,5.27 Earths,13.613,2014
Kepler-365 b,3099,4.82 Earths,14.651,2014
Kepler-365 c,3099,3.33 Earths,14.651,2014
Kepler-366 b,6391,2.73 Earths,14.79,2014
Kepler-366 c,6391,3.86 Earths,14.79,2014
Kepler-367 b,617,2.24 Earths,12.848,2014
Kepler-367 c,617,1.87 Earths,12.848,2014
Kepler-368 b,2571,10.7 Earths,12.838,2014
Kepler-368 c,2571,14.3 Earths,12.838,2014
Kepler-369 b,849,1.51 Earths,15.668,2014
Kepler-369 c,849,2.57 Earths,15.668,2014
Kepler-36 b,1533,3.83 Earths,12.077,2012
Kepler-36 c,1533,7.13 Earths,12.077,2012
Kepler-370 b,3939,3.15 Earths,15.16,2014
Kepler-370 c,3939,4.31 Earths,15.16,2014
Kepler-371 b,2716,4.23 Earths,13.798,2014
Kepler-371 c,2716,3.82 Earths,13.798,2014
Kepler-372 b,5093,2.42 Earths,14.834,2014
Kepler-372 c,5093,5.02 Earths,14.834,2014
Kepler-372 d,5093,3.5 Earths,14.834,2014
Kepler-373 b,3672,2.42 Earths,14.486,2014
Kepler-373 c,3672,2.07 Earths,14.486,2014
Kepler-374 b,4282,1.08 Earths,14.661,2014
Kepler-374 c,4282,1.37 Earths,14.661,2014
Kepler-374 d,4282,2.27 Earths,14.661,2014
Kepler-375 b,4188,2.7 Earths,15.677,2014
Kepler-375 c,4188,7.51 Earths,15.677,2014
Kepler-376 b,3093,1.24 Earths,13.734,2014
Kepler-376 c,3093,3.86 Earths,13.734,2014
Kepler-377 b,2752,2.51 Earths,13.831,2014
Kepler-377 c,2752,4.9 Earths,13.831,2014
Kepler-378 b,498,0.347 Earths,12.455,2014
Kepler-378 c,498,0.271 Earths,12.455,2014
Kepler-379 b,2437,3.39 Earths,13.369,2014
Kepler-379 c,2437,5.86 Earths,13.369,2014
Kepler-37 b,209,3.1783 Earths,9.55,2013
Kepler-37 c,209,12 Earths,9.55,2013
Kepler-37 d,209,12.2 Earths,9.55,2013
Kepler-37 e,209,Unknown,9.55,2014
Kepler-380 b,2718,1.81 Earths,13.611,2014
Kepler-380 c,2718,2.15 Earths,13.611,2014
Kepler-381 b,879,0.937 Earths,10.546,2014
Kepler-381 c,879,1.46 Earths,10.546,2014
Kepler-382 b,3134,2.3 Earths,14.666,2014
Kepler-382 c,3134,3.15 Earths,14.666,2014
Kepler-383 b,1533,2.3 Earths,15.066,2014
Kepler-383 c,1533,2.07 Earths,15.066,2014
Kepler-384 b,2999,1.46 Earths,13.554,2014
Kepler-384 c,2999,1.51 Earths,13.554,2014
Kepler-385 b,4873,12.8 Earths,15.192,2014
Kepler-385 c,4873,13.2 Earths,15.192,2014
Kepler-385 d,4873,7.36 Earths,15.192,2020
Kepler-386 b,2951,2.51 Earths,15.617,2014
Kepler-386 c,2951,3.12 Earths,15.617,2014
Kepler-387 b,2675,1.08 Earths,13.935,2014
Kepler-387 c,2675,0.64 Earths,13.935,2014
Kepler-388 b,1994,0.457 Earths,15.002,2014
Kepler-388 c,1994,0.566 Earths,15.002,2014
Kepler-389 b,2726,2.89 Earths,15.749,2014
Kepler-389 c,2726,2.73 Earths,15.749,2014
Kepler-38 b,3966,0.384 Jupiters,13.907,2012
Kepler-390 b,1438,0.477 Earths,13.922,2014
Kepler-390 c,1438,0.418 Earths,13.922,2014
Kepler-391 b,2908,10.3 Earths,12.984,2014
Kepler-391 c,2908,12.3 Earths,12.984,2014
Kepler-392 b,2267,0.972 Earths,13.422,2014
Kepler-392 c,2267,1.37 Earths,13.422,2014
Kepler-393 b,2950,2.21 Earths,13.178,2014
Kepler-393 c,2950,2.33 Earths,13.178,2014
Kepler-394 b,3561,3.19 Earths,14.77,2014
Kepler-394 c,3561,3.39 Earths,14.77,2014
Kepler-395 b,1391,1.08 Earths,15.958,2014
Kepler-395 c,1391,2.3 Earths,15.958,2014
Kepler-396 b,735,0.238 Jupiters,11.829,2013
Kepler-396 c,735,17.9 Earths,11.829,2013
Kepler-397 b,3161,6.62 Earths,15.996,2014
Kepler-397 c,3161,31.6 Earths,15.996,2014
Kepler-398 b,582,0.749 Earths,13.235,2014
Kepler-398 c,582,1.01 Earths,13.235,2014
Kepler-398 d,582,0.615 Earths,13.235,2016
Kepler-399 b,4443,0.84 Earths,14.528,2014
Kepler-399 c,4443,2.63 Earths,14.528,2014
Kepler-399 d,4443,4.23 Earths,14.528,2014
Kepler-39 b,3557,20.1 Jupiters,14.46,2011
Kepler-400 b,2313,3.36 Earths,13.84,2014
Kepler-400 c,2313,2.83 Earths,13.84,2014
Kepler-401 b,3240,3.57 Earths,13.287,2014
Kepler-401 c,3240,5.27 Earths,13.287,2014
Kepler-401 d,3240,5.77 Earths,13.287,2016
Kepler-402 b,2077,1.98 Earths,13.192,2014
Kepler-402 c,2077,3.05 Earths,13.192,2014
Kepler-402 d,2077,2.48 Earths,13.192,2014
Kepler-402 e,2077,2.73 Earths,13.192,2014
Kepler-403 b,2808,2.1 Earths,12.76,2014
Kepler-403 c,2808,3.71 Earths,12.76,2014
Kepler-403 d,2808,2.6 Earths,12.76,2016
Kepler-404 b,2714,2.15 Earths,15.191,2014
Kepler-404 c,2714,3.61 Earths,15.191,2014
Kepler-405 b,3578,4.98 Earths,15.802,2014
Kepler-405 c,3578,19.6 Earths,15.802,2014
Kepler-406 b,1200,6.35 Earths,12.49,2014
Kepler-406 c,1200,2.71 Earths,12.49,2014
Kepler-407 b,1115,3.2 Earths,12.507,2014
Kepler-407 c,1115,12.6 Jupiters,12.507,2014
Kepler-408 b,290,5 Earths,8.699,2014
Kepler-409 b,223,22 Earths,9.391,2014
Kepler-40 b,8807,2.2 Jupiters,14.559,2010
Kepler-410 A b,431,8.44 Earths,9.5,2013
Kepler-411 b,501,25.6 Earths,12.233,2013
Kepler-411 c,501,26.4 Earths,12.233,2016
Kepler-411 d,501,15.2 Earths,12.233,2018
Kepler-411 e,501,10.8 Earths,12.233,2018
Kepler-412 b,3658,0.941 Jupiters,13.73,2014
Kepler-413 b,2833,0.211 Jupiters,15.594,2014
Kepler-414 b,1365,3.5 Earths,13.321,2014
Kepler-414 c,1365,29.9 Earths,13.321,2014
Kepler-415 b,1756,0.377 Jupiters,15.841,2014
Kepler-415 c,1756,5.71 Earths,15.841,2014
Kepler-416 b,2299,0.183 Jupiters,14.02,2014
Kepler-416 c,2299,6.57 Earths,14.02,2014
Kepler-417 b,3260,11 Earths,15.866,2014
Kepler-417 c,3260,7.7 Earths,15.866,2014
Kepler-418 b,3366,1.1 Jupiters,14.649,2014
Kepler-413 b,2833,0.211 Jupiters,15.594,2014
Kepler-414 b,1365,3.5 Earths,13.321,2014
Kepler-414 c,1365,29.9 Earths,13.321,2014
Kepler-415 b,1756,0.377 Jupiters,15.841,2014
Kepler-415 c,1756,5.71 Earths,15.841,2014
Kepler-416 b,2299,0.183 Jupiters,14.02,2014
Kepler-416 c,2299,6.57 Earths,14.02,2014
Kepler-417 b,3260,11 Earths,15.866,2014
Kepler-417 c,3260,7.7 Earths,15.866,2014
Kepler-418 b,3366,1.1 Jupiters,14.649,2014
Kepler-427 b,3588,0.29 Jupiters,14.42,2014
Kepler-428 b,2349,1.27 Jupiters,15.405,2014
Kepler-42 b,126,0.399 Earths,16.124,2011
Kepler-42 c,126,0.315 Earths,16.124,2011
Kepler-42 d,126,0.13 Earths,16.124,2011
Kepler-430 b,3074,10.6 Earths,13.814,2015
Kepler-430 c,3074,3.71 Earths,13.814,2015
Kepler-431 b,1610,0.37 Earths,11.929,2015
Kepler-431 c,1610,0.229 Earths,11.929,2015
Kepler-431 d,1610,1.41 Earths,11.929,2015
Kepler-432 b,2838,5.41 Jupiters,12.465,2015
Kepler-432 c,2838,2.43 Jupiters,12.465,2015
Kepler-433 b,6100,2.82 Jupiters,14.416,2015
Kepler-434 b,4045,2.86 Jupiters,14.5,2015
Kepler-435 b,6752,0.84 Jupiters,13.604,2015
Kepler-436 b,2016,7.9 Earths,15.862,2015
Kepler-436 c,2016,6.04 Earths,15.862,2016
Kepler-437 b,1360,5.22 Earths,14.362,2015
Kepler-438 b,473,1.46 Earths,14.485,2015
Kepler-439 b,2261,5.65 Earths,14.545,2015
Kepler-43 b,3379,3.23 Jupiters,13.889,2011
Kepler-440 b,851,4.12 Earths,15.106,2015
Kepler-441 b,926,3.33 Earths,15.135,2015
Kepler-442 b,1116,2.36 Earths,14.93,2015
Kepler-443 b,2541,6.04 Earths,15.901,2015
Kepler-444 b,119,0.0374 Earths,8.88,2015
Kepler-444 c,119,0.0793 Earths,8.88,2015
Kepler-444 d,119,0.2 Earths,8.88,2015
Kepler-444 e,119,0.1 Earths,8.88,2015
Kepler-444 f,119,0.332 Earths,8.88,2015
Kepler-445 b,294,3.12 Earths,16.716,2015
Kepler-445 c,294,6.85 Earths,16.716,2015
Kepler-445 d,294,2.1 Earths,16.716,2015
Kepler-446 b,391,2.86 Earths,16.31,2015
Kepler-446 c,391,1.41 Earths,16.31,2015
Kepler-446 d,391,2.39 Earths,16.31,2015
Kepler-447 b,881,1.37 Jupiters,12.379,2015
Kepler-448 c,1318,22 Jupiters,11.253,2017
Kepler-449 b,910,4.88 Earths,11.226,2015
Kepler-449 c,910,8.07 Earths,11.226,2015
Kepler-44 b,4009,1 Jupiter,14.69,2011
Kepler-450 b,1507,31.3 Earths,11.653,2015
Kepler-450 c,1507,7.37 Earths,11.653,2015
Kepler-450 d,1507,0.514 Earths,11.653,2015
Kepler-452 b,1829,3.29 Earths,13.405,2015
Kepler-453 b,1463,16 Earths,13.523,2015
Kepler-454 b,758,6.3566 Earths,11.57,2015
Kepler-454 c,758,4.46 Jupiters,11.57,2015
Kepler-458 c,5450,16.4 Earths,13.907,2016
Kepler-45 b,1086,0.505 Jupiters,16.88,2011
Kepler-460 c,4314,26.1 Earths,13.751,2016
Kepler-461 b,1527,7.18 Earths,13.333,2016
Kepler-462 b,2391,13.7 Earths,11.615,2016
Kepler-463 b,1096,9.53 Earths,12.86,2016
Kepler-464 b,2130,10.9 Earths,12.672,2016
Kepler-465 b,1915,9.01 Earths,12.591,2016
Kepler-466 b,1422,8.5 Earths,12.763,2016
Kepler-466 c,1422,2.1 Earths,12.763,2016
Kepler-467 b,1494,5.69 Earths,12.359,2016
Kepler-468 b,1546,Unknown,13.73,2016
Kepler-46 b,2592,6 Jupiters,15.255,2012
Kepler-46 c,2592,0.376 Jupiters,15.255,2012
Kepler-46 d,2592,3.33 Earths,15.255,2014
Kepler-470 b,3226,112 Jupiters,13.161,2016
Kepler-471 b,4479,117 Jupiters,13.789,2016
Kepler-472 b,985,10.5 Earths,13.67,2016
Kepler-473 b,2091,15.6 Earths,13.369,2016
Kepler-474 b,1853,9.59 Earths,13.469,2016
Kepler-475 b,913,6.76 Earths,13.316,2016
Kepler-476 b,2241,9.69 Earths,13.86,2016
Kepler-477 b,1197,4.94 Earths,13.536,2016
Kepler-478 b,1370,7.8 Earths,13.967,2016
Kepler-479 b,1210,5.14 Earths,13.544,2016
Kepler-47 b,3442,2.07 Earths,15.163,2012
